,interaction_id,interaction_type,id_bacterium,acc_bacterium,bact_strain,bact_specie,bact_genus,id_phage,acc_phage,phage_name
3243,35885,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8194,NC_028916.1,Proteus_phage_vB_PmiP_Pm5460
3244,35886,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6176,NA,Gordonia_phage_PhrostedPhlake
3245,35887,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7538,NC_031099.1,Gordonia_phage_Hedwig
3246,35888,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5191,NA,Gordonia_phage_Djokovic
3247,35889,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7525,NC_031024.1,Bacillus_phage_Belinda
3248,35890,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10152,NC_018278.1,Burkholderia_phage_KL1
3249,35891,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8475,NC_027384.1,Pseudomonas_phage_H70
3250,35892,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8879,NC_021063.1,Mycobacterium_phage_vB_MapS_FF47
3251,35893,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10013,NC_006936.1,Lactobacillus_virus_phiJL1
3252,35894,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6338,KU160664,Arthrobacter_phage_Salgado
3253,35895,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8982,NC_024137.1,Bacillus_phage_Bcp1
3254,35896,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6588,KP876466,Streptomyces_phage_TP1604
3255,35897,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9480,NC_009818.1,Pseudomonas_virus_MP22
3256,35898,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6486,KX557284,Gordonia_phage_Strosahl
3257,35899,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9468,NC_019715.1,Enterobacterial_phage_mEp234
3258,35900,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8353,NC_028664.1,Klebsiella_phage_Kp2
3259,35901,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9456,NC_019769.1,Enterobacteria_phage_HK542
3260,35902,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8285,NC_021802.1,Cellulophaga_phage_phi10:1
3261,35903,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9782,NC_017974.1,Cronobacter_phage_CR3
3262,35904,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9396,NC_020489.1,Rhodobacter_phage_RcapNL
3263,35905,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9790,NC_010355.1,Azospirillum_phage_Cd
3264,35906,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5603,MF373842,Rhodococcus_phage_Jester
3265,35907,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9479,NC_011216.1,Burkholderia_phage_KS10
3266,35908,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8267,NC_028768.1,Achromobacter_phage_JWX
3267,35909,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9589,NC_018849.1,Propionibacterium_phage_P105
3268,35910,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6316,MF185723,Arthrobacter_phage_RosiePosie
3269,35911,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6520,NA,Rhodococcus_phage_Takoda
3270,35912,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5737,NA,Arthrobacter_phage_LeeroyJ
3271,35913,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9494,NC_019530.1,Salmonella_phage_Sh19
3272,35914,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7610,NC_030911.1,Gordonia_phage_Vendetta
3273,35915,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8570,NC_027119.1,Salmonella_phage_Det7
3274,35916,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9774,NC_018085.1,Bacillus_phage_BtCS33
3275,35917,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9725,NC_010393.1,Phage_Gifsy-2
3276,35918,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10068,NC_005258.1,Bacillus_phage_Bam35c
3277,35919,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7473,NC_031015.1,Bacillus_phage_Claudi
3278,35920,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9740,NC_012756.1,Streptococcus_phage_PH10
3279,35921,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7555,NC_030923.1,Pseudomonas_phage_YMC11/06/C171_PPU_BP
3280,35922,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6165,NA,Gordonia_phage_PhorbesPhlower
3281,35923,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6616,KX557286,Gordonia_phage_Twister6
3282,35924,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5640,KU998254,Gordonia_phage_Kampe
3283,35925,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7686,NC_028671.1,Enterococcus_phage_vB_EfaS_IME197
3284,35926,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5650,KU998251,Gordonia_phage_KatherineG
3285,35927,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9369,NC_020879.1,Aeromonas_phage_Aes012
3286,35928,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7543,NC_030949.1,Clostridium_phage_phiCTC2A
3287,35929,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5134,NA,Corynebacterium_phage_Cruella
3288,35930,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6447,NA,Streptomyces_phage_SparkleGoddess
3289,35931,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9723,NC_010495.1,Salmonella_phage_Vi_II-E1
3290,35932,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6082,MF347637,Streptomyces_phage_Paradiddles
3291,35933,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5219,NA,Arthrobacter_phage_DrYang
3292,35934,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6304,NA,Gordonia_phage_Rofo
3293,35935,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10038,NC_005893.1,Lactobacillus_phage_phiAT3
3294,35936,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9403,NC_014229.1,Streptomyces_phage_phiSASD1
3295,35937,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8787,NC_001341.1,Acholeplasma_phage_MV-L1
3296,35938,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8627,NC_026609.1,Lactobacillus_phage_Ldl1
3297,35939,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8264,NC_028775.1,Staphylococcus_phage_23MRA
3298,35940,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7374,NC_031078.1,Streptomyces_phage_Nanodon
3299,35941,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9485,NC_005885.1,Actinoplanes_phage_phiAsp2
3300,35942,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5591,MF668274,Arthrobacter_phage_JayCookie
3301,35943,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8200,NC_028900.1,Lactococcus_virus_Sl4
3302,35944,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9119,NC_023551.1,Enterococcus_phage_IME-EF4
3303,35945,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8286,NC_021800.1,Cellulophaga_phage_phi46:1
3304,35946,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9980,NC_007458.1,Bacillus_phage_Gamma
3305,35947,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7141,NC_031927.1,Synechococcus_phage_S-CAM7
3306,35948,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8416,NC_013197.1,Thermus_virus_P23-77
3307,35949,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9243,NC_021339.1,Streptomyces_phage_Zemlya
3308,35950,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10054,NC_005857.1,Klebsiella_phage_phiKO2
3309,35951,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7409,NC_031066.1,Citrobacter_phage_SH1
3310,35952,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9735,NC_013638.1,Pseudomonas_phage_phi-2
3311,35953,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7811,NC_028901.1,Escherichia_phage_slur05
3312,35954,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6679,NA,Gordonia_phage_WelcomeAyanna
3313,35955,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6670,MF358541,Streptomyces_phage_Warpy
3314,35956,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10067,NC_004664.2,Streptomyces_virus_phiBT1
3315,35957,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6451,NA,Streptomyces_phage_SPB78
3316,35958,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6002,NA,Mycobacterium_phage_NOZO
3317,35959,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7584,NC_030931.1,Pseudomonas_phage_phi2
3318,35960,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8865,NC_025426.1,Staphylococcus_phage_P108
3319,35961,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7284,NC_031129.1,Salmonella_phage_SJ46
3320,35962,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6159,NA,Gordonia_phage_Phistory
3321,35963,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8919,NC_024384.1,Listeria_phage_LP-030-3
3322,35964,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9599,NC_018838.1,Propionibacterium_phage_P100_A
3323,35965,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5116,MF189171,Arthrobacter_phage_Correa
3324,35966,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4743,NA,Gordonia_phage_Antonio
3325,35967,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9688,NC_014900.1,Salmonella_phage_ST160
3326,35968,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8104,NC_028983.1,Bacillus_phage_Shanette
3327,35969,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8483,NC_027367.1,Propionibacterium_phage_PHL132N00
3328,35970,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5220,JN698994,Mycobacterium_phage_DS6A
3329,35971,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6838,NC_028662.1,Mycobacterium_phage_Phlei
3330,35972,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9528,NC_019504.1,Erwinia_phage_vB_EamM-Y2
3331,35973,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10141,NC_001416.1,Escherichia_virus_Lambda
3332,35974,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9707,NC_011344.1,Staphylococcus_phage_phi2958PVL
3333,35975,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5890,NA,Arthrobacter_phage_Moki
3334,35976,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7000,NC_031003.1,Propionibacterium_phage_Moyashi
3335,35977,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8493,NC_027339.1,Enterobacteria_phage_SfI
3336,35978,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5376,NA,Gordonia_phage_Fugax
3337,35979,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6414,NA,Gordonia_phage_Sitar
3338,35980,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5535,KU160648,Arthrobacter_phage_HunterDalle
3339,35981,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9944,NC_007810.1,Pseudomonas_phage_F8
3340,35982,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7454,NC_031028.1,Gordonia_phage_Ghobes
3341,35983,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6429,KU998244,Gordonia_phage_Smoothie
3342,35984,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7531,NC_031086.1,Acinetobacter_phage_phiAB6
3343,35985,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4940,KU998235,Gordonia_phage_Bowser
3344,35986,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8433,NC_026601.1,Pseudomonas_phage_vB_PaeS_PAO1_Ab30
3345,35987,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5502,NA,Arthrobacter_phage_Herb
3346,35988,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6265,KU160662,Arthrobacter_phage_RAP15
3347,35989,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10056,NC_005833.1,Escherichia_virus_T1
3348,35990,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8360,NC_028652.1,Pseudomonas_phage_C11
3349,35991,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8228,NC_028853.1,Mannheimia_phage_vB_MhS_535AP2
3350,35992,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7808,NC_020201.1,Pectobacterium_phage_phiTE
3351,35993,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7641,NC_015274.1,Streptococcus_phage_Dp-1
3352,35994,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9414,NC_011045.1,Enterobacteria_phage_13a
3353,35995,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8716,NC_003444.1,Enterobacteria_phage_SfV
3354,35996,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5787,MF140419,Arthrobacter_phage_Lore
3355,35997,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9780,NC_017980.1,Clostridium_phage_phiCP7R
3356,35998,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8218,NC_028862.1,Staphylococcus_phage_vB_SauS_phi2
3357,35999,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7524,NC_031034.1,Bacillus_phage_SalinJah
3358,36000,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9385,NC_010821.1,Pseudomonas_phage_201phi2-1
3359,36001,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8786,NC_001365.1,Spiroplasma_phage_1-R8A2B
3360,36002,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8798,NC_018859.1,Escherichia_phage_ECBP2
3361,36003,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5986,MF038790,Arthrobacter_phage_Niktson
3362,36004,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8499,NC_027401.1,Propionibacterium_phage_PHL095N00
3363,36005,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7715,NC_028888.1,Lactobacillus_phage_CL1
3364,36006,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6056,NA,Propionibacterium_phage_P106C
3365,36007,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7663,NC_029098.1,Streptomyces_phage_Jay2Jay
3366,36008,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8352,NC_028665.1,Gordonia_phage_GTE6
3367,36009,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7048,NC_028908.2,Achromobacter_phage_phiAxp-3
3368,36010,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6631,NA,Streptomyces_phage_UNTPL
3369,36011,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5533,KX855962,Arthrobacter_phage_HumptyDumpty
3370,36012,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8288,NC_021798.1,Cellulophaga_phage_phi17:2
3371,36013,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8389,NC_027995.1,Escherichia_phage_vB_EcoM_ECO1230-10
3372,36014,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8814,NC_024125.2,Escherichia_phage_vB_EcoM_112
3373,36015,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6493,NA,Arthrobacter_phage_Supakev
3374,36016,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9978,NC_006883.2,Prochlorococcus_phage_P-SSM2
3375,36017,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5924,KU647628,Arthrobacter_phage_Mudcat
3376,36018,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5464,NA,Gordonia_phage_Guillaume
3377,36019,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9807,NC_009542.2,Aeromonas_virus_phiO18P
3378,36020,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8039,NC_028905.1,Clostridium_phage_phiCD111
3379,36021,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7620,NC_016562.1,Campylobacter_virus_CPX
3380,36022,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8229,NC_028850.1,Yersinia_phage_vB_YenP_ISAO8
3381,36023,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6309,NA,Arthrobacter_phage_Ronnie
3382,36024,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4850,NA,Mycobacterium_phage_Baloo
3383,36025,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9674,NC_015282.1,Synechococcus_phage_S-SM1
3384,36026,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10073,NC_004996.1,Streptococcus_phage_SM1
3385,36027,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8833,NC_024149.1,Lactoccocus_phage_WP-2
3386,36028,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9513,NC_019507.1,Campylobacter_virus_CP21
3387,36029,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7689,NC_028695.2,Enterobacter_phage_phiEap-2
3388,36030,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9612,NC_016762.1,Pseudomonas_phage_phi297
3389,36031,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6675,KX774321,Rhodococcus_phage_Weasels2
3390,36032,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6438,KU160665,Arthrobacter_phage_Sonny
3391,36033,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6587,KU160670,Arthrobacter_phage_Toulouse
3392,36034,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9056,NC_021867.1,Flavobacterium_phage_6H
3393,36035,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5121,NA,Propionibacterium_phage_Cota
3394,36036,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6478,NA,Arthrobacter_phage_StevieBAY
3395,36037,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10174,NC_004745.1,Yersinia_phage_L-413C
3396,36038,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9678,NC_015269.1,Salmonella_virus_SPC35
3397,36039,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9465,NC_019718.1,Enterobacteria_phage_vB_EcoS_Rogue1
3398,36040,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7497,NC_031091.1,Pseudomonas_phage_MD8
3399,36041,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10565,NC_004679.1,Staphylococcus phage phiP68
3400,36042,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7176,NC_031945.1,Flavobacterium_phage_Fpv11
3401,36043,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8871,NC_024216.1,Bacillus_phage_CAM003
3402,36044,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6922,NC_027988.2,Citrobacter_phage_CVT22
3403,36045,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9747,NC_012418.1,Pseudomonas_phage_phikF77
3404,36046,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7371,NC_031082.1,Escherichia_phage_vB_EcoM_Alf5
3405,36047,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8426,NC_027350.1,Citrobacter_virus_Stevie
3406,36048,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5972,NA,Streptomyces_phage_Nerdos
3407,36049,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6467,NA,Streptomyces_phage_Sros11
3408,36050,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5177,NA,Gordonia_phage_Dexdert
3409,36051,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6723,NA,Arthrobacter_phage_Yeezus
3410,36052,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8015,NC_023693.1,Enterobacteria_phage_phi92
3411,36053,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7757,NC_029072.1,Salmonella_phage_19
3412,36054,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8097,NC_029000.1,Stenotrophomonas_phage_IME13
3413,36055,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9748,NC_012091.2,Pseudomonas_phage_phi2954
3414,36056,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5630,NA,Streptomyces_phage_JustBecause
3415,36057,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7164,NC_031910.1,Streptococcus_phage_phiARI0031
3416,36058,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5806,NA,Arthrobacter_phage_Lymara
3417,36059,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7867,NC_028904.1,Streptomyces_phage_Amela
3418,36060,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7471,NC_031018.1,Citrobacter_phage_SH4
3419,36061,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6721,KP876465,Streptomyces_phage_YDN12
3420,36062,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8089,NC_029009.1,Enterococcus_phage_EFDG1
3421,36063,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8823,NC_025422.1,Caulobacter_phage_Cr30
3422,36064,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9630,NC_016162.1,Vibrio_phage_VCY-phi
3423,36065,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9788,NC_017865.1,Pseudomonas_phage_vB_Pae-TbilisiM32
3424,36066,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10143,NC_001330.1,Enterobacteria_phage_alpha3
3425,36067,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10111,NC_004586.1,Streptococcus_phage_315.3
3426,36068,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7357,NC_031095.1,Klebsiella_phage_PKO111
3427,36069,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8296,NC_021790.1,Cellulophaga_phage_phi18:1
3428,36070,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7105,NC_031946.1,Salmonella_phage_103203_sal5
3429,36071,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9937,NC_008194.1,Mycobacterium_virus_244
3430,36072,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8087,NC_029010.1,Staphylococcus_phage_SA97
3431,36073,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9739,NC_012757.1,Vibrio_phage_VEJphi
3432,36074,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7054,NC_031224.1,Arthrobacter_phage_Mudcat
3433,36075,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5389,NA,Gordonia_phage_Gambino
3434,36076,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5674,NA,Gordonia_phage_KimmyK
3435,36077,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9244,NC_021304.1,Streptomyces_phage_Sujidade
3436,36078,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6580,MF919537,Gordonia_phage_Toniann
