,interaction_id,interaction_type,id_bacterium,acc_bacterium,bact_strain,bact_specie,bact_genus,id_phage,acc_phage,phage_name
2448,35090,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8738,NC_002747.1,Lactococcus_phage_TP901-1
2449,35091,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6461,NA,Gordonia_phage_Sproutie
2450,35092,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8205,NC_028894.1,Escherichia_phage_vB_EcoM_VR20
2451,35093,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9827,NC_009803.1,Thermus_virus_P23-45
2452,35094,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5010,MG198776,Corynebacterium_phage_C3PO
2453,35095,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7457,NC_031025.1,Klebsiella_phage_KpV475
2454,35096,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6223,MG198778,Corynebacterium_phage_PotatoChip
2455,35097,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9426,NC_020197.1,Streptococcus_phage_TP-J34
2456,35098,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8912,NC_024783.1,Escherichia_phage_EK99P-1
2457,35099,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7554,NC_030924.1,Gordonia_phage_Monty
2458,35100,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7719,NC_028773.1,Cronobacter_phage_S13
2459,35101,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7980,NC_028669.1,Staphylococcus_phage_phiJB
2460,35102,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9658,NC_015273.1,Burkholderia_phage_KS14
2461,35103,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10114,NC_004303.1,Streptococcus_virus_O1205
2462,35104,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8947,NC_019410.1,Caulobacter_virus_Karma
2463,35105,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4884,KU963262,Gordonia_phage_Benczkowski14
2464,35106,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8692,NC_002072.2,Streptococcus_virus_DT1
2465,35107,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9652,NC_015457.1,Shigella_phage_Shfl2
2466,35108,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8906,NC_024791.1,Vibrio_phage_ICP2_2013_A_Haiti
2467,35109,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8653,NC_007063.1,Staphylococcus_virus_88
2468,35110,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5157,NA,Gordonia_phage_Daredevil
2469,35111,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9441,NC_019934.1,Cronobacter_phage_ENT39118
2470,35112,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10010,NC_007021.1,Staphylococcus_phage_Twort
2471,35113,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9753,NC_011756.1,Pseudomonas_phage_SN
2472,35114,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5586,KU160650,Arthrobacter_phage_Jasmine
2473,35115,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9240,NC_022744.1,Erwinia_phage_FE44
2474,35116,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6242,NA,Gordonia_phage_Pupper
2475,35117,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8369,NC_027356.1,Escherichia_virus_DT57C
2476,35118,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6480,NA,Arthrobacter_phage_StewieGriff
2477,35119,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8949,NC_019407.1,Caulobacter_virus_Magneto
2478,35120,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4833,KX620749,Propionibacterium_phage_B3
2479,35121,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9247,NC_021801.1,Staphylococcus_phage_SA12
2480,35122,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8070,NC_029024.1,Bacillus_virus_250
2481,35123,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10110,NC_004615.1,Staphylococcus_virus_11
2482,35124,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9810,NC_009904.1,Enterococcus_phage_phiEF24C
2483,35125,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5552,KU160649,Arthrobacter_phage_Immaculata
2484,35126,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9653,NC_015456.1,Shigella_virus_Shfl1
2485,35127,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6105,NA,Corynebacterium_phage_PeteyPab
2486,35128,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8268,NC_028766.1,Mannheimia_phage_vB_MhM_3927AP2
2487,35129,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9323,NC_021318.1,Mycobacterium_phage_Chy5
2488,35130,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5492,KX557279,Gordonia_phage_Hedwig
2489,35131,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8596,NC_013646.1,Enterococcus_phage_phiFL1A
2490,35132,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9684,NC_015210.1,Tsukamurella_phage_TPA2
2491,35133,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9104,NC_023688.1,Aeromonas_phage_PX29
2492,35134,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7440,NC_031050.1,Enterobacteria_phage_vB_EcoS_NBD2
2493,35135,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9858,NC_009231.1,Clostridium_virus_phiC2
2494,35136,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7887,NC_029121.1,Bacillus_phage_Bp8p-C
2495,35137,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5617,MF189176,Arthrobacter_phage_Jordan
2496,35138,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7155,NC_031919.1,Flavobacterium_phage_Fpv8
2497,35139,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5459,KR053201,Gordonia_phage_GTE8
2498,35140,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9234,NC_022776.1,Streptococcus_phage_TP-778L
2499,35141,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8209,NC_028881.1,Enterobacteria_phage_vB_EcoM_VR5
2500,35142,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6601,MF668286,Rhodococcus_phage_Trina
2501,35143,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5496,MF189173,Arthrobacter_phage_Heisenberger
2502,35144,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9536,NC_019400.1,Cronobacter_phage_vB_CsaM_GAP31
2503,35145,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9585,NC_018860.1,Bacillus_phage_BCP78
2504,35146,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7752,NC_022982.1,Xylella_phage_Paz
2505,35147,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8534,NC_027374.1,Bacillus_phage_Moonbeam
2506,35148,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8777,NC_001609.1,Enterobacteria_phage_P4
2507,35149,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6582,MF185725,Arthrobacter_phage_Tophat
2508,35150,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8165,NC_028933.1,Pseudomonas_phage_PhiCHU
2509,35151,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7809,NC_010324.1,Escherichia_virus_phiEco32
2510,35152,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10004,NC_007045.1,Staphylococcus_phage_PT1028
2511,35153,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7036,NC_027630.1,Propionibacterium_phage_Ouroboros
2512,35154,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8773,NC_001741.1,Chlamydia_virus_Chp1
2513,35155,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6048,JX262222,Propionibacterium_phage_P100.1
2514,35156,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7925,NC_029104.1,Brevibacillus_phage_Jimmer1
2515,35157,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5259,KU963260,Gordonia_phage_Emalyn
2516,35158,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6524,KU160669,Arthrobacter_phage_Tank
2517,35159,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10135,NC_000929.1,Escherichia_virus_Mu
2518,35160,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5723,NA,Gordonia_phage_Lamberg
2519,35161,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7047,NC_027329.1,Salmonella_phage_vB_SPuM_SP116
2520,35162,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7055,NC_027348.2,Delftia_phage_RG-2014
2521,35163,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8976,NC_024364.1,Listeria_phage_List-36
2522,35164,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9267,NC_020480.1,Bacillus_virus_Finn
2523,35165,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4791,NA,Streptomyces_phage_Asten
2524,35166,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7615,NC_028935.1,Escherichia_phage_SUSP2
2525,35167,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5707,KR337645,Propionibacterium_phage_Kubed
2526,35168,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8717,NC_003315.1,Haemophilus_phage_HP2
2527,35169,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8749,NC_001900.1,Mycobacterium_virus_D29
2528,35170,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8230,NC_028848.1,Acinetobacter_phage_Fri1
2529,35171,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7436,NC_031054.1,Bacillus_phage_DirtyBetty
2530,35172,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9252,NC_021782.1,Salmonella_phage_FSL_SP-076
2531,35173,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9416,NC_011040.1,Enterobacteria_phage_BA14
2532,35174,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10052,NC_005879.1,Vibrio_phage_VP2
2533,35175,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9886,NC_008723.1,Staphylococcus_virus_PH15
2534,35176,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7580,NC_030905.1,Gordonia_phage_Woes
2535,35177,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8966,NC_024381.1,Pseudomonas_phage_vB_PaeS_SCH_Ab26
2536,35178,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9915,NC_008195.1,Mycobacterium_phage_Cooper
2537,35179,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8561,NC_026016.1,Staphylococcus_phage_phiBU01
2538,35180,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9831,NC_009554.1,Lactobacillus_phage_LL-H
2539,35181,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6240,KU160661,Arthrobacter_phage_Pumancara
2540,35182,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8386,NC_012093.1,Pseudomonas_phage_phi2954
2541,35183,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9278,NC_021862.1,Ralstonia_phage_RSS30
2542,35184,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7103,NC_031925.1,Salmonella_phage_BPS11Q3
2543,35185,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5915,KR337643,Propionibacterium_phage_MrAK
2544,35186,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8480,NC_027375.1,Pseudomonas_phage_vB_PaeP_PPA-ABTNL
2545,35187,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9277,NC_022090.1,Staphylococcus_phage_vB_SauM_Remus
2546,35188,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7582,NC_030940.1,Pseudomonas_phage_phi3
2547,35189,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9393,NC_004678.1,Staphylococcus_phage_44AHJD
2548,35190,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9704,NC_011399.1,Ralstonia_phage_RSM3
2549,35191,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6819,NC_030698.1,Gordonia_phage_Soups
2550,35192,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8072,NC_029021.1,Enterobacteria_phage_JenK1
2551,35193,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5619,NA,Gordonia_phage_Jormungandr
2552,35194,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9580,NC_019403.1,Enterobacteria_phage_vB_EcoP_ACG-C91
2553,35195,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9573,NC_019442.1,Escherichia_phage_TL-2011c
2554,35196,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9250,NC_018863.1,Bacillus_phage_B4
2555,35197,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5837,MF140420,Arthrobacter_phage_Mariposa
2556,35198,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7308,NC_031120.1,Erwinia_phage_vB_EamM_Caitlin
2557,35199,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5313,NA,Gordonia_phage_Eviarto
2558,35200,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8053,NC_028856.1,Bacillus_phage_Stahl
2559,35201,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9894,NC_008370.1,Lactococcus_virus_712
2560,35202,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8655,NC_007061.1,Staphylococcus_virus_29
2561,35203,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9459,NC_019726.1,Staphylococcus_phage_JD007
2562,35204,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8999,NC_024146.1,Enterobacteria_phage_9g
2563,35205,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9701,NC_011589.1,Stenotrophomonas_phage_S1
2564,35206,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8801,NC_026014.1,Enterobacteria_phage_P88
2565,35207,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9218,NC_015294.2,Pseudomonas_phage_PAK_P1
2566,35208,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8380,NC_019913.1,Pseudomonas_phage_PaP1
2567,35209,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5855,MG198782,Arthrobacter_phage_MeganNoll
2568,35210,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5539,KT124229,Streptomyces_phage_Hydra
2569,35211,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6059,NA,Propionibacterium_phage_P106M
2570,35212,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9438,NC_019704.1,Enterobacteria_phage_mEp237
2571,35213,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5244,NA,Streptomyces_phage_Eddasa
2572,35214,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5750,MF919515,Propionibacterium_phage_Leviosa
2573,35215,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8217,NC_028863.1,Escherichia_phage_P694
2574,35216,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7038,NC_027628.1,Propionibacterium_phage_Lauchelly
2575,35217,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10139,NC_001895.1,Escherichia_virus_P2
2576,35218,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8486,NC_027361.1,Propionibacterium_phage_PHL085N00
2577,35219,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6659,AY320035,Streptomyces_phage_VWB
2578,35220,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8414,NC_027982.1,Lactobacillus_phage_phiPYB5
2579,35221,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5170,NA,Gordonia_phage_Delian
2580,35222,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5950,MF324901,Rhodococcus_phage_Naiad
2581,35223,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5488,NA,Streptomyces_phage_HaugeAnator
2582,35224,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8666,NC_007821.1,Enterobacteria_phage_WA13_sensu_lato
2583,35225,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8929,NC_022768.1,Salmonella_phage_Maynard
2584,35226,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8956,NC_024390.1,Leuconostoc_phage_phiLN03
2585,35227,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7375,NC_031077.1,Enterobacter_phage_Tyrion
2586,35228,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9157,NC_023561.1,Enterobacter_phage_PG7
2587,35229,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9583,NC_018831.1,Listeria_phage_P70
2588,35230,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5041,NA,Arthrobacter_phage_CGermain
2589,35231,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8799,NC_018854.1,Escherichia_phage_ECBP1
2590,35232,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9733,NC_013696.1,Enterococcus_phage_phiEf11
2591,35233,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6654,KU963250,Gordonia_phage_Vivi2
2592,35234,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9488,NC_004775.1,Salmonella_phage_epsilon15
2593,35235,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9467,NC_019716.1,Enterobacteria_phage_mEp460
2594,35236,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8054,NC_028772.1,Enterobacter_phage_phiEap-1
2595,35237,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9246,NC_019419.2,Escherichia_virus_JL1
2596,35238,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8300,NC_017688.1,Lactococcus_virus_ASCC191
2597,35239,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7853,NC_028836.1,Pseudomonas_phage_DL62
2598,35240,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6419,NA,Gordonia_phage_Skog
2599,35241,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6326,NA,Rothia_phage_Ruth
2600,35242,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5903,NA,Gordonia_phage_Morrissey
2601,35243,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7108,NC_031942.1,Streptococcus_phage_phiARI0462
2602,35244,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9750,NC_011801.1,Lactobacillus_phage_Lv-1
2603,35245,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7045,NC_027621.1,Propionibacterium_phage_Wizzo
2604,35246,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5401,NA,Gordonia_phage_Geodirt
2605,35247,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5556,NA,Streptomyces_phage_Indigo
2606,35248,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8745,NC_001942.1,Mycoplasma_phage_MAV1
2607,35249,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9784,NC_017978.1,Clostridium_phage_PhiS63
2608,35250,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6445,NA,Gordonia_phage_Sour
2609,35251,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8413,NC_027984.1,Escherichia_phage_vB_EcoP_24B
2610,35252,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6682,NA,Gordonia_phage_WheatThin
2611,35253,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8832,NC_024356.1,Enterococcus_phage_IME-EFm1
2612,35254,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6637,NA,Gordonia_phage_Valary
2613,35255,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8203,NC_028896.1,Escherichia_phage_pro147
2614,35256,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8436,NC_026594.1,Pseudomonas_phage_vB_PaeS_PAO1_Ab18
2615,35257,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8902,NC_023865.1,Pectobacterium_phage_PM1
2616,35258,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10137,NC_000924.1,Enterobacteria_phage_933W
2617,35259,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5607,NA,Gordonia_phage_Jifall16
2618,35260,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7813,NC_028248.1,Escherichia_phage_slur16
2619,35261,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7177,NC_031921.1,Flavobacterium_phage_Fpv5
2620,35262,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8953,NC_020856.2,Sulfitobacter_phage_pCB2047-C
2621,35263,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7238,NC_031246.1,Klebsiella_phage_KpV71
2622,35264,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6420,NA,Gordonia_phage_Skysand
2623,35265,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8258,NC_028786.1,Klebsiella_phage_1513
2624,35266,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9728,NC_001629.1,Lactococcus_virus_bIL67
2625,35267,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7136,NC_031932.1,Flavobacterium_phage_Fpv10
2626,35268,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9443,NC_019927.1,Cronobacter_phage_ENT47670
2627,35269,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9611,NC_016765.1,Pseudomonas_virus_PMG1
2628,35270,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9757,NC_011104.1,Lactobacillus_phage_Lrm1
2629,35271,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9506,NC_019520.1,Escherichia_phage_phiKT
2630,35272,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8502,NC_027398.1,Enterobacteria_phage_Sf101
2631,35273,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5075,KX670786,Arthrobacter_phage_Chubster
2632,35274,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8863,NC_025428.1,Ruegeria_phage_DSS3-P1
2633,35275,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9288,NC_021336.1,Bacillus_phage_MG-B1
2634,35276,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10126,NC_003278.1,Pseudomonas_phage_phiCTX
2635,35277,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7960,NC_029074.1,Gordonia_phage_GordTnk2
2636,35278,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5840,KU160656,Arthrobacter_phage_Martha
2637,35279,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8359,NC_028653.1,Gordonia_phage_GTE8
2638,35280,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10172,NC_027979.1,Enterobacteria_phage_RB68
2639,35281,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9601,NC_018834.1,Propionibacterium_phage_P9.1
